gx,gy,rect_ids
0,2,1
0,3,1
0,4,1
1,2,1
1,3,1
1,4,1
1,12,2
1,13,2
1,14,2
2,0,3
2,1,3
2,2,1;3
2,3,1;3
2,4,1;3
2,5,3
2,6,3
2,7,3
2,8,3
2,9,3
2,10,3
2,11,3
2,12,2;3
2,13,2;3
2,14,2;3
2,15,3
2,16,3
2,17,3
2,18,3
2,19,3
2,20,3
2,21,3
3,0,3
3,1,3
3,2,1;3
3,3,1;3
3,4,1;3
3,5,3
3,6,3
3,7,3
3,8,3
3,9,3
3,10,3
3,11,3
3,12,2;3
3,13,2;3
3,14,2;3
3,15,3
3,16,3
3,17,3
3,18,3
3,19,3
3,20,3
3,21,3
4,2,1
4,3,1
4,4,1
4,8,4
4,9,4
4,10,4
4,11,4
4,12,2
4,13,2
4,14,2
5,2,1
5,3,1;5
5,4,1;5
5,5,5
5,6,5
5,7,5
5,8,4
5,9,4
5,10,4
5,11,4
5,12,2
5,13,2
5,14,2
6,2,1
6,3,1;5
6,4,1;5
6,5,5;6
6,6,5;6
6,7,5;6
6,8,4;6
6,9,4;6
6,10,4;6
6,11,4;6
6,12,2;6
6,13,2;6
6,14,2;6
6,15,6
6,16,6
6,17,6
6,18,6
6,19,6
6,20,6
7,2,1
7,3,1;5
7,4,1;5
7,5,5;6
7,6,5;6
7,7,5;6
7,8,4;6
7,9,4;6
7,10,4;6
7,11,4;6
7,12,2;6
7,13,2;6
7,14,2;6
7,15,6
7,16,6
7,17,6;7
7,18,6;7
7,19,6
7,20,6
8,2,1
8,3,1;5
8,4,1;5
8,5,5;6
8,6,5;6
8,7,5;6
8,8,4;6
8,9,4;6
8,10,4;6
8,11,4;6
8,12,2;6
8,13,2;6
8,14,2;6
8,15,6
8,16,6
8,17,6;7
8,18,6;7
8,19,6
8,20,6
9,2,1
9,3,1;5
9,4,1;5
9,5,5
9,6,5;8
9,7,5;8
9,8,4;8
9,9,4;8
9,10,4;8
9,11,4;8
9,12,2;8
9,13,2;8
9,14,2;8
9,15,8
9,16,8
9,17,7
9,18,7
10,2,1
10,3,1;5
10,4,1;5
10,5,5
10,6,5;8
10,7,5;8
10,8,4;8
10,9,4;8
10,10,4;8
10,11,4;8
10,12,2;8
10,13,2;8
10,14,2;8
10,15,8;9
10,16,8;9
10,17,7;9
10,18,7;9
10,19,9
11,2,1
11,3,1;5
11,4,1;5
11,5,5
11,6,5;8
11,7,5;8
11,8,4;8
11,9,4;8
11,10,4;8
11,11,4;8
11,12,2;8
11,13,2;8
11,14,2;8
11,15,8;9
11,16,8;9
11,17,7;9
11,18,7;9
11,19,9
12,2,1
12,3,1;5
12,4,1;5
12,5,5
12,6,5
12,7,5
12,8,4
12,9,4;10
12,10,4;10
12,11,4
12,12,2
12,13,2
12,14,2
12,15,9
12,16,9
12,17,7;9
12,18,7;9
12,19,9
13,2,1
13,3,1;5
13,4,1;5
13,5,5
13,6,5
13,7,5
13,8,4
13,9,4;10
13,10,4;10
13,11,4
13,12,2
13,13,2
13,14,2
13,15,9
13,16,9
13,17,7;9
13,18,7;9
13,19,9
14,3,5
14,4,5
14,5,5
14,6,5
14,7,5
14,8,4
14,9,4;10
14,10,4;10
14,11,4
14,12,2
14,13,2
14,14,2
14,15,9
14,16,9
14,17,7;9
14,18,7;9
14,19,9
15,1,11
15,2,11
15,3,5;11
15,4,5;11
15,5,5;11
15,6,5;11
15,7,5;11
15,8,11
15,9,10;11
15,10,10;11
15,11,11
15,12,2;11
15,13,2;11
15,14,2
15,15,9
15,16,9
15,17,7;9
15,18,7;9
15,19,9
16,1,11
16,2,11
16,3,5;11
16,4,5;11
16,5,5;11
16,6,5;11
16,7,5;11
16,8,11
16,9,10;11
16,10,10;11
16,11,11
16,12,2;11
16,13,2;11
16,14,2
16,15,9
16,16,9
16,17,7;9
16,18,7;9
16,19,9
17,3,5
17,4,5
17,5,5
17,6,5
17,7,5
17,9,10
17,10,10
17,12,2
17,13,2
17,14,2
17,15,9
17,16,9
17,17,7;9
17,18,7;9
17,19,9
18,3,5
18,4,5
18,5,5
18,6,5
18,7,5
18,9,10
18,10,10
18,15,9
18,16,9
18,17,7;9
18,18,7;9
18,19,9
19,3,5
19,4,5
19,5,5
19,6,5
19,7,5
19,15,9
19,16,9
19,17,7;9
19,18,7;9
19,19,9
20,3,5
20,4,5
20,5,5
20,6,5
20,7,5
20,17,7
20,18,7
21,3,5
21,4,5
21,5,5
21,6,5
21,7,5
