gx,gy,rect_ids
0,12,1
0,13,1
1,7,2
1,8,2
1,9,2
1,10,2
1,11,2
1,12,1;2
1,13,1;2
1,14,2
1,15,2
1,16,2
1,17,2
1,18,2
2,7,2
2,8,2
2,9,2
2,10,2
2,11,2
2,12,1;2
2,13,1;2
2,14,2
2,15,2
2,16,2
2,17,2;3
2,18,2;3
2,19,3
2,20,3
2,21,3
3,5,4
3,6,4
3,7,2;4
3,8,2;4
3,9,2;4
3,10,2;4
3,11,2;4
3,12,1;2
3,13,1;2
3,14,2
3,15,2
3,16,2
3,17,2;3
3,18,2;3
3,19,3
3,20,3
3,21,3
4,5,4
4,6,4
4,7,2;4
4,8,2;4
4,9,2;4
4,10,2;4
4,11,2;4
4,12,1;2
4,13,1;2
4,14,2
4,15,2
4,16,2
4,17,2;3
4,18,2;3
4,19,3
4,20,3
4,21,3
5,5,4
5,6,4
5,7,4
5,8,4
5,9,4;5
5,10,4;5
5,11,4
5,12,1
5,13,1
5,17,3
5,18,3
5,19,3
5,20,3
5,21,3
6,1,6
6,2,6
6,3,6
6,4,6
6,5,4;6
6,6,4;6
6,7,4
6,8,4
6,9,4;5
6,10,4;5
6,11,4
6,12,1
6,13,1
6,17,3
6,18,3
6,19,3
6,20,3
6,21,3
7,1,6
7,2,6
7,3,6
7,4,6
7,5,4;6
7,6,4;6
7,7,4
7,8,4
7,9,4;5
7,10,4;5
7,11,4
7,12,1
7,13,1
7,17,3
7,18,3
7,19,3
7,20,3
7,21,3
8,1,6
8,2,6;7
8,3,6;7
8,4,6
8,5,6
8,6,6
8,9,5
8,10,5
8,12,1
8,13,1
8,17,3
8,18,3
8,19,3
8,20,3
8,21,3
9,1,6
9,2,6;7
9,3,6;7
9,4,6
9,5,6
9,6,6
9,8,8
9,9,5;8
9,10,5;8
9,11,8
9,12,1;8
9,13,1;8
9,14,8
9,15,8
9,16,8
9,17,3;8
9,18,3;8
9,19,3;8
9,20,3
9,21,3
10,1,6
10,2,6;7
10,3,6;7
10,4,6
10,5,6
10,6,6
10,8,8
10,9,5;8
10,10,5;8
10,11,8
10,12,1;8
10,13,1;8
10,14,8
10,15,8
10,16,8
10,17,3;8
10,18,3;8
10,19,3;8
10,20,3
10,21,3
11,1,6
11,2,6;7
11,3,6;7
11,4,6
11,5,6
11,6,6
11,9,5
11,10,5
11,12,1
11,13,1
11,17,3
11,18,3
11,19,3
11,20,3
11,21,3
12,1,6
12,2,6;7
12,3,6;7
12,4,6
12,5,6
12,6,6
12,12,1
12,13,1
12,14,9
12,15,9
12,16,9
12,17,3;9
12,18,3;9
12,19,3;9
12,20,3;9
12,21,3
13,1,6
13,2,6;7
13,3,6;7
13,4,6;10
13,5,6;10
13,6,6;10
13,7,10
13,8,10
13,9,10
13,10,10
13,11,10
13,12,1;10
13,13,1;10
13,14,9;10
13,15,9;10
13,16,9;10
13,17,3;9
13,18,3;9
13,19,3;9
13,20,3;9
13,21,3
14,1,6
14,2,6;7
14,3,6;7
14,4,6;10
14,5,6;10
14,6,6;10
14,7,10
14,8,10
14,9,10
14,10,10
14,11,10
14,12,1;10
14,13,1;10
14,14,9;10
14,15,9;10
14,16,9;10
14,17,3;9
14,18,3;9
14,19,3;9
14,20,3;9
14,21,3
15,2,7
15,3,7
15,4,10
15,5,10
15,6,10
15,7,10
15,8,10
15,9,10
15,10,10
15,11,10
15,12,1;10
15,13,1;10
15,14,9;10
15,15,9;10
15,16,9;10
15,17,3;9
15,18,3;9
15,19,3;9
15,20,3;9
15,21,3
16,0,11
16,1,11
16,2,7;11
16,3,7;11
16,4,11
16,5,11
16,6,11
16,7,11
16,8,11
16,9,11
16,10,11
16,11,11
16,12,1;11
16,13,1;11
16,14,9;11
16,15,9;11
16,16,9
16,17,3;9
16,18,3;9
16,19,3;9
16,20,3;9
16,21,3
17,0,11
17,1,11
17,2,7;11
17,3,7;11
17,4,11
17,5,11
17,6,11
17,7,11
17,8,11
17,9,11
17,10,11
17,11,11
17,12,1;11
17,13,1;11
17,14,9;11
17,15,9;11
17,16,9
17,17,3;9
17,18,3;9
17,19,3;9
17,20,3;9
17,21,3
18,0,11
18,1,11
18,2,7;11
18,3,7;11
18,4,11
18,5,11
18,6,11
18,7,11
18,8,11
18,9,11
18,10,11
18,11,11
18,12,1;11
18,13,1;11
18,14,9;11
18,15,9;11
18,16,9
18,17,9
18,18,9
18,19,9
18,20,9
19,0,11
19,1,11
19,2,7;11
19,3,7;11
19,4,11
19,5,11
19,6,11
19,7,11
19,8,11
19,9,11
19,10,11
19,11,11
19,12,11
19,13,11
19,14,9;11
19,15,9;11
19,16,9
19,17,9
19,18,9
19,19,9
19,20,9
20,2,7
20,3,7
20,14,9
20,15,9
20,16,9
20,17,9
20,18,9
20,19,9
20,20,9
21,2,7
21,3,7
