gx,gy,rect_ids
0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
1,0,1
1,1,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1;2
1,13,1;2
1,14,1;2
1,15,1
1,16,1
1,17,1
1,18,1
2,0,1
2,1,1
2,2,1;3
2,3,1;3
2,4,1;3
2,5,1
2,6,1
2,7,1
2,8,1
2,9,1
2,10,1
2,11,1
2,12,1;2
2,13,1;2
2,14,1;2
2,15,1
2,16,1
2,17,1
2,18,1
3,0,1
3,1,1
3,2,1;3
3,3,1;3
3,4,1;3
3,5,1
3,6,1
3,7,1
3,8,1
3,9,1
3,10,1
3,11,1
3,12,1;2
3,13,1;2
3,14,1;2
3,15,1
3,16,1
3,17,1;4
3,18,1;4
3,19,4
3,20,4
3,21,4
4,0,1
4,1,1
4,2,1;3
4,3,1;3
4,4,1;3
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,1;2
4,13,1;2
4,14,1;2
4,15,1
4,16,1
4,17,1;4
4,18,1;4
4,19,4
4,20,4
4,21,4
5,2,3
5,3,3
5,4,3
5,8,5
5,9,5
5,10,5
5,11,5
5,12,2
5,13,2
5,14,2
5,17,4
5,18,4
5,19,4
5,20,4
5,21,4
6,2,3
6,3,3;6
6,4,3;6
6,5,6
6,6,6
6,7,6
6,8,5
6,9,5
6,10,5
6,11,5
6,12,2
6,13,2
6,14,2
6,17,4
6,18,4
6,19,4
6,20,4
6,21,4
7,2,3
7,3,3;6
7,4,3;6
7,5,6;7
7,6,6;7
7,7,6;7
7,8,5;7
7,9,5;7
7,10,5;7
7,11,5;7
7,12,2;7
7,13,2;7
7,14,2;7
7,15,7
7,16,7
7,17,4;7
7,18,4;7
7,19,4;7
7,20,4
7,21,4
8,2,3
8,3,3;6
8,4,3;6
8,5,6;7
8,6,6;7
8,7,6;7
8,8,5;7
8,9,5;7
8,10,5;7
8,11,5;7
8,12,2;7
8,13,2;7
8,14,2;7
8,15,7
8,16,7
8,17,4;7
8,18,4;7
8,19,4;7
8,20,4
8,21,4
9,2,3
9,3,3;6
9,4,3;6
9,5,6
9,6,6;8
9,7,6;8
9,8,5;8
9,9,5;8
9,10,5;8
9,11,5;8
9,12,2;8
9,13,2;8
9,14,2;8
9,15,8
9,16,8
9,17,4
9,18,4
9,19,4
9,20,4
9,21,4
10,2,3
10,3,3;6
10,4,3;6
10,5,6
10,6,6;8
10,7,6;8
10,8,5;8
10,9,5;8
10,10,5;8
10,11,5;8
10,12,2;8
10,13,2;8
10,14,2;8
10,15,8;9
10,16,8;9
10,17,4;9
10,18,4;9
10,19,4;9
10,20,4;9
10,21,4
11,2,3
11,3,3;6
11,4,3;6
11,5,6
11,6,6;8
11,7,6;8
11,8,5;8
11,9,5;8
11,10,5;8
11,11,5;8
11,12,2;8
11,13,2;8
11,14,2;8
11,15,8;9
11,16,8;9
11,17,4;9
11,18,4;9
11,19,4;9
11,20,4;9
11,21,4
12,2,3
12,3,3;6
12,4,3;6
12,5,6
12,6,6
12,7,6
12,8,5
12,9,5;10
12,10,5;10
12,11,5
12,12,2
12,13,2
12,14,2
12,15,9
12,16,9
12,17,4;9
12,18,4;9
12,19,4;9
12,20,4;9
12,21,4
13,2,3
13,3,3;6
13,4,3;6
13,5,6
13,6,6
13,7,6
13,8,5
13,9,5;10
13,10,5;10
13,11,5
13,12,2
13,13,2
13,14,2
13,15,9
13,16,9
13,17,4;9
13,18,4;9
13,19,4;9
13,20,4;9
13,21,4
14,3,6
14,4,6
14,5,6
14,6,6
14,7,6
14,8,5
14,9,5;10
14,10,5;10
14,11,5
14,12,2
14,13,2
14,14,2
14,15,9
14,16,9
14,17,4;9
14,18,4;9
14,19,4;9
14,20,4;9
14,21,4
15,1,11
15,2,11
15,3,6;11
15,4,6;11
15,5,6;11
15,6,6;11
15,7,6;11
15,8,11
15,9,10;11
15,10,10;11
15,11,11
15,12,2;11
15,13,2;11
15,14,2
15,15,9
15,16,9
15,17,4;9
15,18,4;9
15,19,4;9
15,20,4;9
15,21,4
16,1,11
16,2,11
16,3,6;11
16,4,6;11
16,5,6;11
16,6,6;11
16,7,6;11
16,8,11
16,9,10;11
16,10,10;11
16,11,11
16,12,2;11
16,13,2;11
16,14,2
16,15,9
16,16,9
16,17,4;9
16,18,4;9
16,19,4;9
16,20,4;9
16,21,4
17,3,6
17,4,6
17,5,6
17,6,6
17,7,6
17,9,10
17,10,10
17,12,2
17,13,2
17,14,2
17,15,9
17,16,9
17,17,4;9
17,18,4;9
17,19,4;9
17,20,4;9
17,21,4
18,3,6
18,4,6
18,5,6
18,6,6
18,7,6
18,9,10
18,10,10
18,15,9
18,16,9
18,17,4;9
18,18,4;9
18,19,4;9
18,20,4;9
18,21,4
19,3,6
19,4,6
19,5,6
19,6,6
19,7,6
19,15,9
19,16,9
19,17,4;9
19,18,4;9
19,19,4;9
19,20,4;9
19,21,4
20,3,6
20,4,6
20,5,6
20,6,6
20,7,6
20,17,4
20,18,4
20,19,4
20,20,4
20,21,4
21,3,6
21,4,6
21,5,6
21,6,6
21,7,6
