gx,gy,rect_ids
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,1
0,21,1
0,22,1
0,23,1
0,24,1
0,25,1
0,26,1
0,27,1
0,28,1
0,29,1
0,30,1
0,31,1
0,32,1
0,33,1
0,34,1
0,35,1
0,36,1
0,37,1
0,38,1
0,39,1
0,40,1
0,41,1
0,42,1
0,43,1
0,44,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1;2
1,9,1;2
1,10,1;2
1,11,1;2
1,12,1;2
1,13,1;2
1,14,1;2
1,15,1;2
1,16,1;2
1,17,1;2
1,18,1;2
1,19,1;2
1,20,1;2
1,21,1;2
1,22,1;2
1,23,1;2
1,24,1;2
1,25,1;2
1,26,1;2
1,27,1;2
1,28,1;2
1,29,1;2
1,30,1;2
1,31,1;2
1,32,1;2
1,33,1;2
1,34,1
1,35,1
1,36,1
1,37,1
1,38,1
1,39,1
1,40,1
1,41,1
1,42,1
1,43,1
1,44,1
2,2,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1;2
2,9,1;2
2,10,1;2
2,11,1;2
2,12,1;2
2,13,1;2
2,14,1;2
2,15,1;2
2,16,1;2
2,17,1;2
2,18,1;2
2,19,1;2
2,20,1;2
2,21,1;2
2,22,1;2
2,23,1;2
2,24,1;2
2,25,1;2
2,26,1;2
2,27,1;2
2,28,1;2
2,29,1;2
2,30,1;2
2,31,1;2
2,32,1;2;3
2,33,1;2;3
2,34,1;3
2,35,1;3
2,36,1;3
2,37,1;3
2,38,1;3
2,39,1;3
2,40,1;3
2,41,1;3
2,42,1;3
2,43,1;3
2,44,1;3
2,45,3
2,46,3
3,2,1
3,3,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1;2
3,9,1;2
3,10,1;2
3,11,1;2
3,12,1;2
3,13,1;2;4
3,14,1;2;4
3,15,1;2
3,16,1;2
3,17,1;2
3,18,1;2
3,19,1;2
3,20,1;2
3,21,1;2
3,22,1;2
3,23,1;2
3,24,1;2
3,25,1;2
3,26,1;2
3,27,1;2
3,28,1;2
3,29,1;2
3,30,1;2
3,31,1;2
3,32,1;2;3
3,33,1;2;3
3,34,1;3
3,35,1;3
3,36,1;3
3,37,1;3
3,38,1;3
3,39,1;3
3,40,1;3
3,41,1;3
3,42,1;3
3,43,1;3
3,44,1;3
3,45,3
3,46,3
4,2,1
4,3,1
4,4,1;5
4,5,1;5
4,6,1;5
4,7,1;5
4,8,1;2;5
4,9,1;2;5
4,10,1;2;5
4,11,1;2;5
4,12,1;2;5
4,13,1;2;4;5
4,14,1;2;4;5
4,15,1;2;5
4,16,1;2;5
4,17,1;2;5
4,18,1;2;5
4,19,1;2;5
4,20,1;2;5
4,21,1;2;5
4,22,1;2;5
4,23,1;2;5
4,24,1;2;5
4,25,1;2;5
4,26,1;2;5
4,27,1;2;5
4,28,1;2;5
4,29,1;2;5
4,30,1;2;5
4,31,1;2;5
4,32,1;2;3;5
4,33,1;2;3;5
4,34,1;3;5
4,35,1;3
4,36,1;3
4,37,1;3
4,38,1;3
4,39,1;3
4,40,1;3
4,41,1;3
4,42,1;3
4,43,1;3
4,44,1;3
4,45,3
4,46,3
5,2,1
5,3,1
5,4,1;5
5,5,1;5
5,6,1;5
5,7,1;5
5,8,1;2;5
5,9,1;2;5
5,10,1;2;5
5,11,1;2;5
5,12,1;2;5
5,13,1;2;4;5
5,14,1;2;4;5
5,15,1;2;5
5,16,1;2;5
5,17,1;2;5
5,18,1;2;5
5,19,1;2;5
5,20,1;2;5
5,21,1;2;5
5,22,1;2;5
5,23,1;2;5
5,24,1;2;5
5,25,1;2;5
5,26,1;2;5
5,27,1;2;5
5,28,1;2;5
5,29,1;2;5
5,30,1;2;5
5,31,1;2;5
5,32,1;2;3;5
5,33,1;2;3;5
5,34,1;3;5
5,35,1;3
5,36,1;3;6
5,37,1;3;6
5,38,1;3;6
5,39,1;3;6
5,40,1;3;6
5,41,1;3;6
5,42,1;3
5,43,1;3
5,44,1;3
5,45,3
5,46,3
6,1,7
6,2,1;7
6,3,1;7
6,4,1;5;7
6,5,1;5;7
6,6,1;5;7
6,7,1;5;7
6,8,1;2;5;7
6,9,1;2;5;7
6,10,1;2;5;7
6,11,1;2;5;7
6,12,1;2;5;7
6,13,1;2;4;5;7
6,14,1;2;4;5;7
6,15,1;2;5;7
6,16,1;2;5;7
6,17,1;2;5;7
6,18,1;2;5;7
6,19,1;2;5;7
6,20,1;2;5;7
6,21,1;2;5
6,22,1;2;5
6,23,1;2;5
6,24,1;2;5
6,25,1;2;5
6,26,1;2;5
6,27,1;2;5
6,28,1;2;5
6,29,1;2;5
6,30,1;2;5
6,31,1;2;5
6,32,1;2;3;5
6,33,1;2;3;5
6,34,1;3;5
6,35,1;3
6,36,1;3;6
6,37,1;3;6
6,38,1;3;6
6,39,1;3;6
6,40,1;3;6
6,41,1;3;6
6,42,1;3
6,43,1;3
6,44,1;3
6,45,3
6,46,3
7,0,8
7,1,7;8
7,2,1;7;8
7,3,1;7;8
7,4,1;5;7;8
7,5,1;5;7;8
7,6,1;5;7;8
7,7,1;5;7;8
7,8,1;2;5;7;8
7,9,1;2;5;7;8
7,10,1;2;5;7;8
7,11,1;2;5;7;8
7,12,1;2;5;7;8
7,13,1;2;4;5;7;8
7,14,1;2;4;5;7;8
7,15,1;2;5;7;8
7,16,1;2;5;7;8
7,17,1;2;5;7;8
7,18,1;2;5;7;8
7,19,1;2;5;7;8
7,20,1;2;5;7;8
7,21,1;2;5;8
7,22,1;2;5;8
7,23,1;2;5
7,24,1;2;5
7,25,1;2;5
7,26,1;2;5
7,27,1;2;5
7,28,1;2;5
7,29,1;2;5
7,30,1;2;5
7,31,1;2;5
7,32,1;2;3;5
7,33,1;2;3;5
7,34,1;3;5
7,35,1;3
7,36,1;3;6
7,37,1;3;6
7,38,1;3;6
7,39,1;3;6
7,40,1;3;6
7,41,1;3;6
7,42,1;3
7,43,1;3
7,44,1;3
7,45,3
7,46,3
8,0,8
8,1,7;8
8,2,1;7;8
8,3,1;7;8
8,4,1;5;7;8
8,5,1;5;7;8
