gx,gy,rect_ids
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,1
0,21,1
0,22,1
0,23,1
0,24,1
0,25,1
0,26,1
0,27,1
0,28,1
0,29,1
0,30,1
0,31,1
0,32,1
0,33,1
0,34,1
0,35,1
0,36,1
0,37,1
1,1,2
1,2,2
1,3,2
1,4,2
1,5,2
1,6,2
1,7,2
1,8,2
1,9,1;2
1,10,1;2
1,11,1;2
1,12,1;2
1,13,1;2
1,14,1;2
1,15,1;2
1,16,1;2
1,17,1;2
1,18,1;2
1,19,1;2
1,20,1;2
1,21,1;2
1,22,1;2
1,23,1;2
1,24,1;2
1,25,1;2
1,26,1;2
1,27,1;2
1,28,1;2
1,29,1;2
1,30,1;2
1,31,1;2
1,32,1;2
1,33,1;2
1,34,1;2
1,35,1;2
1,36,1;2
1,37,1;2
1,38,2
1,39,2
1,40,2
1,41,2
1,42,2
1,43,2
1,44,2
2,1,2
2,2,2
2,3,2
2,4,2
2,5,2
2,6,2
2,7,2
2,8,2;3
2,9,1;2;3
2,10,1;2;3
2,11,1;2;3
2,12,1;2;3
2,13,1;2;3
2,14,1;2;3
2,15,1;2;3
2,16,1;2;3
2,17,1;2;3
2,18,1;2;3
2,19,1;2;3
2,20,1;2;3
2,21,1;2;3
2,22,1;2;3
2,23,1;2;3
2,24,1;2;3
2,25,1;2;3
2,26,1;2;3
2,27,1;2;3
2,28,1;2;3
2,29,1;2;3
2,30,1;2;3
2,31,1;2;3
2,32,1;2;3
2,33,1;2;3
2,34,1;2
2,35,1;2
2,36,1;2
2,37,1;2
2,38,2
2,39,2
2,40,2
2,41,2
2,42,2
2,43,2
2,44,2
3,1,2
3,2,2
3,3,2
3,4,2
3,5,2
3,6,2
3,7,2
3,8,2;3
3,9,1;2;3
3,10,1;2;3
3,11,1;2;3
3,12,1;2;3
3,13,1;2;3
3,14,1;2;3
3,15,1;2;3
3,16,1;2;3
3,17,1;2;3
3,18,1;2;3
