u,v,kind,ox,oy,x_rel,y_rel
1,4,proper,35.0,2.0,overlap,overlap
1,5,proper,34.0,7.0,overlap,overlap
1,7,proper,10.0,6.0,contains,overlap
1,8,proper,6.0,6.0,contains,overlap
1,9,proper,29.0,11.0,contains,inside
1,13,proper,6.0,8.0,contains,overlap
1,14,proper,24.0,1.0,overlap,contains
1,15,proper,11.0,8.0,contains,overlap
1,16,proper,5.0,11.0,contains,inside
1,17,proper,15.0,11.0,contains,inside
1,18,proper,4.0,4.0,contains,overlap
1,19,proper,10.0,10.0,contains,overlap
1,20,proper,13.0,11.0,overlap,inside
1,22,proper,10.0,11.0,overlap,inside
2,3,proper,30.0,15.0,contains,contains
2,5,proper,32.0,19.0,overlap,overlap
2,6,proper,30.0,1.0,contains,contains
2,8,proper,6.0,14.0,contains,overlap
2,9,proper,28.0,21.0,overlap,overlap
2,10,proper,20.0,5.0,contains,overlap
2,11,proper,26.0,3.0,overlap,contains
2,12,proper,12.0,15.0,contains,overlap
2,16,proper,5.0,12.0,contains,overlap
2,17,proper,15.0,11.0,contains,overlap
2,18,proper,4.0,20.0,contains,overlap
2,19,proper,10.0,13.0,contains,overlap
2,20,proper,11.0,4.0,overlap,overlap
2,21,proper,9.0,3.0,overlap,contains
2,22,proper,8.0,1.0,overlap,overlap
2,23,proper,3.0,16.0,contains,overlap
3,5,proper,28.0,15.0,overlap,inside
3,6,proper,27.0,1.0,overlap,contains
3,8,proper,6.0,12.0,contains,overlap
3,9,proper,24.0,15.0,overlap,inside
3,10,proper,20.0,3.0,contains,overlap
3,11,proper,22.0,3.0,overlap,contains
3,12,proper,12.0,13.0,contains,overlap
3,16,proper,5.0,10.0,contains,overlap
3,17,proper,13.0,9.0,overlap,overlap
3,18,proper,4.0,15.0,contains,inside
3,19,proper,10.0,11.0,contains,overlap
3,20,proper,7.0,2.0,overlap,overlap
3,21,proper,5.0,3.0,overlap,contains
3,23,proper,2.0,14.0,overlap,overlap
4,7,proper,10.0,5.0,contains,inside
4,9,proper,29.0,5.0,contains,inside
4,15,proper,11.0,5.0,contains,inside
4,16,proper,5.0,4.0,contains,overlap
4,17,proper,15.0,5.0,contains,inside
4,19,proper,10.0,1.0,contains,overlap
4,20,proper,16.0,5.0,contains,inside
4,22,proper,11.0,5.0,contains,inside
4,24,proper,2.0,3.0,overlap,overlap
5,6,proper,30.0,1.0,contains,contains
5,7,proper,10.0,2.0,contains,overlap
5,8,proper,6.0,25.0,contains,contains
5,9,proper,29.0,31.0,contains,inside
5,10,proper,20.0,8.0,contains,contains
5,11,proper,35.0,3.0,overlap,contains
5,12,proper,12.0,17.0,contains,contains
5,13,proper,6.0,8.0,contains,overlap
5,14,proper,30.0,1.0,contains,contains
5,15,proper,11.0,4.0,contains,overlap
5,16,proper,5.0,24.0,contains,overlap
5,17,proper,15.0,23.0,contains,overlap
5,18,proper,4.0,28.0,contains,overlap
5,19,proper,10.0,25.0,contains,overlap
5,20,proper,16.0,16.0,contains,overlap
5,21,proper,16.0,3.0,contains,contains
5,22,proper,11.0,13.0,contains,overlap
5,23,proper,3.0,17.0,contains,contains
5,24,proper,5.0,30.0,overlap,overlap
6,8,proper,6.0,1.0,contains,inside
6,9,proper,27.0,1.0,overlap,inside
6,11,proper,25.0,1.0,overlap,inside
6,12,proper,12.0,1.0,contains,inside
6,16,proper,5.0,1.0,contains,inside
6,17,proper,15.0,1.0,contains,inside
6,18,proper,4.0,1.0,contains,inside
6,19,proper,10.0,1.0,contains,inside
6,23,proper,3.0,1.0,contains,inside
7,8,proper,6.0,1.0,contains,overlap
7,9,proper,8.0,12.0,overlap,overlap
7,13,proper,4.0,3.0,overlap,overlap
7,15,proper,1.0,10.0,overlap,overlap
8,9,proper,5.0,25.0,overlap,inside
8,10,proper,4.0,8.0,overlap,contains
8,11,proper,3.0,3.0,overlap,contains
8,12,proper,2.0,16.0,overlap,overlap
8,13,proper,1.0,7.0,overlap,overlap
9,10,proper,20.0,8.0,contains,contains
9,11,proper,27.0,3.0,overlap,contains
9,12,proper,12.0,17.0,contains,contains
9,13,proper,6.0,9.0,contains,contains
9,14,proper,23.0,1.0,overlap,contains
9,15,proper,11.0,12.0,contains,contains
9,16,proper,5.0,30.0,contains,contains
9,17,proper,15.0,33.0,contains,overlap
9,18,proper,4.0,29.0,contains,contains
9,19,proper,10.0,28.0,contains,contains
9,20,proper,12.0,25.0,overlap,contains
9,21,proper,10.0,3.0,overlap,contains
9,22,proper,9.0,23.0,overlap,overlap
9,23,proper,3.0,17.0,contains,contains
10,12,proper,12.0,7.0,contains,overlap
10,16,proper,5.0,8.0,contains,inside
10,17,proper,10.0,8.0,overlap,inside
10,18,proper,4.0,8.0,contains,inside
10,19,proper,8.0,8.0,overlap,inside
10,20,proper,4.0,7.0,overlap,overlap
10,21,proper,2.0,2.0,overlap,overlap
10,22,proper,1.0,4.0,overlap,overlap
11,12,proper,12.0,3.0,contains,inside
11,16,proper,5.0,3.0,contains,inside
11,17,proper,15.0,3.0,contains,inside
11,18,proper,4.0,3.0,contains,inside
11,19,proper,10.0,3.0,contains,inside
11,23,proper,3.0,3.0,contains,inside
11,24,proper,6.0,3.0,contains,inside
12,16,proper,5.0,14.0,contains,overlap
12,17,proper,4.0,13.0,overlap,overlap
12,18,proper,3.0,17.0,overlap,inside
12,19,proper,2.0,15.0,overlap,overlap
13,14,proper,4.0,1.0,overlap,contains
13,15,proper,3.0,5.0,overlap,overlap
13,16,proper,1.0,9.0,overlap,inside
14,16,proper,5.0,1.0,contains,inside
14,17,proper,15.0,1.0,contains,inside
14,18,proper,4.0,1.0,contains,inside
14,19,proper,10.0,1.0,contains,inside
14,20,proper,16.0,1.0,contains,inside
14,22,proper,11.0,1.0,contains,inside
14,24,proper,4.0,1.0,overlap,inside
15,16,proper,5.0,10.0,contains,overlap
15,17,proper,7.0,12.0,overlap,inside
15,18,proper,4.0,1.0,contains,overlap
15,19,proper,5.0,7.0,overlap,overlap
15,20,proper,1.0,12.0,overlap,inside
16,17,proper,3.0,29.0,overlap,overlap
16,18,proper,2.0,21.0,overlap,overlap
16,19,proper,1.0,27.0,overlap,overlap
17,18,proper,4.0,20.0,contains,overlap
17,19,proper,10.0,26.0,contains,overlap
17,20,proper,9.0,25.0,overlap,contains
17,21,proper,7.0,3.0,overlap,contains
17,22,proper,6.0,24.0,overlap,overlap
17,23,proper,3.0,12.0,contains,overlap
18,19,proper,3.0,22.0,overlap,overlap
19,20,proper,6.0,19.0,overlap,overlap
19,21,proper,4.0,3.0,overlap,contains
19,22,proper,3.0,16.0,overlap,overlap
19,23,proper,1.0,14.0,overlap,overlap
20,21,proper,14.0,1.0,overlap,overlap
20,22,proper,11.0,22.0,contains,overlap
20,23,proper,3.0,5.0,contains,overlap
20,24,proper,1.0,21.0,overlap,overlap
21,23,proper,3.0,3.0,contains,inside
21,24,proper,3.0,3.0,overlap,inside
22,23,proper,3.0,2.0,contains,overlap
