u,v,kind,ox,oy,x_rel,y_rel
1,2,proper,13.0,25.0,contains,contains
1,3,proper,15.0,12.0,contains,overlap
1,4,proper,32.0,1.0,contains,contains
1,5,proper,33.0,31.0,overlap,contains
1,6,proper,14.0,33.0,contains,overlap
1,7,proper,31.0,5.0,overlap,contains
1,8,proper,26.0,15.0,contains,contains
1,9,proper,28.0,21.0,contains,overlap
1,10,proper,28.0,11.0,overlap,contains
1,11,proper,20.0,8.0,contains,contains
1,12,proper,26.0,3.0,overlap,contains
1,13,proper,12.0,17.0,contains,contains
1,14,proper,5.0,9.0,contains,contains
1,15,proper,22.0,1.0,overlap,contains
1,16,proper,11.0,12.0,contains,contains
1,17,proper,3.0,30.0,contains,contains
1,18,proper,4.0,29.0,contains,contains
1,19,proper,10.0,28.0,contains,contains
1,20,proper,11.0,25.0,overlap,contains
1,21,proper,9.0,3.0,overlap,contains
1,22,proper,8.0,23.0,overlap,overlap
1,23,proper,3.0,17.0,contains,contains
2,3,proper,12.0,1.0,overlap,overlap
2,4,proper,11.0,1.0,overlap,contains
2,5,proper,10.0,25.0,overlap,inside
2,6,proper,9.0,22.0,overlap,overlap
2,8,proper,7.0,12.0,overlap,overlap
2,9,proper,6.0,14.0,overlap,overlap
2,10,proper,5.0,6.0,overlap,overlap
2,11,proper,4.0,8.0,overlap,contains
2,12,proper,3.0,3.0,overlap,contains
2,13,proper,2.0,16.0,overlap,overlap
2,14,proper,1.0,7.0,overlap,overlap
3,5,proper,13.0,2.0,overlap,overlap
3,6,proper,12.0,13.0,overlap,overlap
3,7,proper,11.0,5.0,overlap,contains
3,10,proper,8.0,6.0,overlap,overlap
3,14,proper,4.0,3.0,overlap,overlap
3,16,proper,1.0,10.0,overlap,overlap
4,5,proper,31.0,1.0,overlap,inside
4,6,proper,14.0,1.0,contains,inside
4,8,proper,26.0,1.0,contains,inside
4,9,proper,27.0,1.0,overlap,inside
4,12,proper,24.0,1.0,overlap,inside
4,13,proper,12.0,1.0,contains,inside
4,17,proper,3.0,1.0,contains,inside
4,18,proper,4.0,1.0,contains,inside
4,19,proper,10.0,1.0,contains,inside
4,23,proper,3.0,1.0,contains,inside
5,6,proper,14.0,23.0,contains,overlap
5,8,proper,26.0,15.0,contains,contains
5,9,proper,28.0,19.0,contains,overlap
5,10,proper,29.0,7.0,contains,overlap
5,11,proper,20.0,8.0,contains,contains
5,12,proper,34.0,3.0,overlap,contains
5,13,proper,12.0,17.0,contains,contains
5,14,proper,5.0,8.0,contains,overlap
5,15,proper,29.0,1.0,contains,contains
5,16,proper,11.0,4.0,contains,overlap
5,17,proper,3.0,24.0,contains,overlap
5,18,proper,4.0,28.0,contains,overlap
5,19,proper,10.0,25.0,contains,overlap
5,20,proper,15.0,16.0,contains,overlap
5,21,proper,15.0,3.0,contains,contains
5,22,proper,10.0,13.0,contains,overlap
5,23,proper,3.0,17.0,contains,contains
5,24,proper,5.0,30.0,overlap,overlap
6,7,proper,13.0,5.0,overlap,contains
6,8,proper,12.0,9.0,overlap,overlap
6,9,proper,11.0,11.0,overlap,overlap
6,10,proper,10.0,11.0,overlap,contains
6,11,proper,9.0,8.0,overlap,contains
6,12,proper,8.0,3.0,overlap,contains
6,13,proper,7.0,13.0,overlap,overlap
6,14,proper,5.0,9.0,contains,contains
6,15,proper,4.0,1.0,overlap,contains
6,16,proper,3.0,12.0,overlap,contains
7,10,proper,29.0,2.0,contains,overlap
7,16,proper,11.0,5.0,contains,inside
7,17,proper,3.0,4.0,contains,overlap
7,19,proper,10.0,1.0,contains,overlap
7,20,proper,15.0,5.0,contains,inside
7,22,proper,10.0,5.0,contains,inside
7,24,proper,2.0,3.0,overlap,overlap
8,9,proper,25.0,15.0,overlap,inside
8,11,proper,20.0,3.0,contains,overlap
8,12,proper,22.0,3.0,overlap,contains
8,13,proper,12.0,13.0,contains,overlap
8,17,proper,3.0,10.0,contains,overlap
8,18,proper,4.0,15.0,contains,inside
8,19,proper,10.0,11.0,contains,overlap
8,20,proper,7.0,2.0,overlap,overlap
8,21,proper,5.0,3.0,overlap,contains
8,23,proper,2.0,14.0,overlap,overlap
9,11,proper,20.0,5.0,contains,overlap
9,12,proper,25.0,3.0,overlap,contains
9,13,proper,12.0,15.0,contains,overlap
9,17,proper,3.0,12.0,contains,overlap
9,18,proper,4.0,20.0,contains,overlap
