gx,gy,rect_ids
0,16,1
0,17,1
1,16,1
1,17,1
1,18,2
1,19,2
1,20,2
1,21,2
1,22,2
2,13,3
2,14,3
2,15,3
2,16,1;3
2,17,1;3
2,18,2;3
2,19,2;3
2,20,2;3
2,21,2
2,22,2
3,8,4
3,9,4
3,13,3
3,14,3
3,15,3
3,16,1;3
3,17,1;3
3,18,2;3
3,19,2;3
3,20,2;3
3,21,2
3,22,2
4,8,4
4,9,4
4,11,5
4,12,5
4,13,3;5
4,14,3;5
4,15,3;5
4,16,1;3;5
4,17,1;3;5
4,18,2;3;5
4,19,2;3;5
4,20,2;3;5
4,21,2;5
4,22,2;5
4,23,5
5,1,6
5,2,6
5,3,6
5,4,6
5,5,6
5,6,6
5,8,4
5,9,4
5,11,5
5,12,5
5,13,3;5
5,14,3;5
5,15,3;5
5,16,1;3;5
5,17,1;3;5
5,18,2;3;5
5,19,2;3;5
5,20,2;3;5
5,21,2;5
5,22,2;5
5,23,5
6,1,6
6,2,6;7
6,3,6;7
6,4,6;7
6,5,6;7
6,6,6;7
6,7,7
6,8,4;7
6,9,4;7
6,10,7
6,11,5;7
6,12,5;7
6,13,3;5;7
6,14,3;5;7
6,15,3;5
6,16,1;3;5
6,17,1;3;5
6,18,2;3;5
6,19,2;3;5
6,20,2;3;5
6,21,2;5
6,22,2;5
6,23,5
7,1,6
7,2,6;7
7,3,6;7
7,4,6;7
7,5,6;7
7,6,6;7
7,7,7
7,8,4;7
7,9,4;7
7,10,7
7,11,5;7
7,12,5;7
7,13,3;5;7
7,14,3;5;7
7,15,3;5
7,16,1;3;5
7,17,1;3;5
7,18,2;3;5
7,19,2;3;5
7,20,2;3;5
7,21,2;5
7,22,2;5
7,23,5
8,1,6
8,2,6;7
8,3,6;7
8,4,6;7
8,5,6;7
8,6,6;7
8,7,7
8,8,4;7
8,9,4;7
8,10,7
8,11,7
8,12,7
8,13,3;7
8,14,3;7
8,15,3
8,16,1;3
8,17,1;3
8,18,2;3
8,19,2;3
8,20,2;3
8,21,2
8,22,2
9,1,6
9,2,6
9,3,6
9,4,6
9,5,6
9,6,6
9,8,4
9,9,4
9,13,3
9,14,3
9,15,3
9,16,1;3
9,17,1;3
9,18,2;3
9,19,2;3
9,20,2;3
9,21,2;8
9,22,2;8
9,23,8
9,24,8
9,25,8
9,26,8
10,0,9
10,1,6;9
10,2,6;9
10,3,6;9
10,4,6;9
10,5,6;9
10,6,6;9
10,7,9
10,8,4;9
10,9,4;9
