gx,gy,rect_ids
0,8,1
0,9,1
1,8,1
1,9,1
1,13,2
1,14,2
1,15,2
1,16,2
1,17,2
1,18,2
1,19,2
1,20,2
2,8,1
2,9,1
2,13,2
2,14,2
2,15,2
2,16,2
2,17,2
2,18,2;3
2,19,2;3
2,20,2;3
2,21,3
2,22,3
3,1,4
3,2,4
3,3,4
3,4,4
3,5,4
3,6,4
3,8,1
3,9,1
3,13,2
3,14,2
3,15,2
3,16,2
3,17,2
3,18,2;3
3,19,2;3
3,20,2;3
3,21,3
3,22,3
4,1,4
4,2,4
4,3,4
4,4,4
4,5,4
4,6,4
4,8,1
4,9,1
4,11,5
4,12,5
4,13,2;5
4,14,2;5
4,15,2;5
4,16,2;5
4,17,2;5
4,18,2;3;5
4,19,2;3;5
4,20,2;3;5
4,21,3;5
4,22,3;5
4,23,5
5,1,4
5,2,4
5,3,4
5,4,4
5,5,4
5,6,4
5,8,1
5,9,1
5,11,5
5,12,5
5,13,2;5
5,14,2;5
5,15,2;5
5,16,2;5;6
5,17,2;5;6
5,18,2;3;5
5,19,2;3;5
5,20,2;3;5
5,21,3;5
5,22,3;5
5,23,5
6,1,4
6,2,4;7
6,3,4;7
6,4,4;7
6,5,4;7
6,6,4;7
6,7,7
6,8,1;7
6,9,1;7
6,10,7
6,11,5;7
6,12,5;7
6,13,2;5;7
6,14,2;5;7
6,15,2;5
6,16,2;5;6
6,17,2;5;6
6,18,2;3;5
6,19,2;3;5
6,20,2;3;5
6,21,3;5
6,22,3;5
6,23,5
7,1,4
7,2,4;7
7,3,4;7
7,4,4;7
7,5,4;7
7,6,4;7
7,7,7
7,8,1;7
7,9,1;7
7,10,7
7,11,5;7
7,12,5;7
7,13,2;5;7
7,14,2;5;7
7,15,2;5
7,16,2;5;6
7,17,2;5;6
7,18,2;3;5
7,19,2;3;5
7,20,2;3;5
7,21,3;5
7,22,3;5
7,23,5
8,1,4
8,2,4;7
8,3,4;7
8,4,4;7
8,5,4;7
8,6,4;7
8,7,7
8,8,1;7
8,9,1;7
8,10,7
8,11,7
8,12,7
8,13,2;7
8,14,2;7
8,15,2
8,16,2;6
8,17,2;6
8,18,2;3
8,19,2;3
8,20,2;3
8,21,3
8,22,3
9,1,4
9,2,4
9,3,4
9,4,4
9,5,4
9,6,4
9,8,1
9,9,1
9,13,2
9,14,2
9,15,2
9,16,2;6
9,17,2;6
9,18,2;3
9,19,2;3
9,20,2;3
9,21,3;8
9,22,3;8
9,23,8
9,24,8
9,25,8
9,26,8
10,0,9
10,1,4;9
10,2,4;9
10,3,4;9
10,4,4;9
10,5,4;9
10,6,4;9
10,7,9
10,8,1;9
10,9,1;9
10,10,9
10,11,9
10,12,9
10,13,2;9
10,14,2;9
10,15,2;9
10,16,2;6;9
10,17,2;6;9
10,18,2;3;9
10,19,2;3;9
10,20,2;3
10,21,3;8
10,22,3;8
10,23,8
10,24,8
10,25,8
10,26,8
11,0,9
11,1,4;9
11,2,4;9
11,3,4;9
11,4,4;9
11,5,4;9
11,6,4;9
11,7,9
11,8,1;9
11,9,1;9
11,10,9
11,11,9
11,12,9
11,13,2;9
11,14,2;9
11,15,2;9
11,16,2;6;9
11,17,2;6;9
11,18,2;3;9
11,19,2;3;9
11,20,2;3
11,21,3;8
11,22,3;8
11,23,8
11,24,8
11,25,8
11,26,8
12,0,9
12,1,4;9
12,2,4;9
12,3,4;9
12,4,4;9
12,5,4;9
12,6,4;9
12,7,9
12,8,1;9
12,9,1;9
12,10,9
12,11,9
12,12,9
12,13,2;9
12,14,2;9
12,15,2;9
12,16,2;6;9
12,17,2;6;9
12,18,2;9
12,19,2;9
12,20,2
12,21,8
12,22,8
12,23,8
12,24,8
12,25,8
12,26,8
13,1,4
13,2,4
13,3,4
13,4,4
13,5,4
13,6,4
13,8,1
13,9,1
13,12,10
13,13,2;10
13,14,2;10
13,15,2;10
13,16,2;6;10
13,17,2;6;10
13,18,2;10
13,19,2;10
13,20,2;10
13,21,8;10
13,22,8;10
13,23,8;10
13,24,8;10
13,25,8;10
13,26,8;10
13,27,10
14,1,4
14,2,4
14,3,4
14,4,4
14,5,4
14,6,4
14,7,11
14,8,1;11
14,9,1;11
14,10,11
14,12,10
14,13,2;10
14,14,2;10
14,15,2;10
14,16,2;6;10
14,17,2;6;10
14,18,2;10
14,19,2;10
14,20,2;10
14,21,8;10
14,22,8;10
14,23,8;10
14,24,8;10
14,25,8;10
14,26,8;10
14,27,10
15,1,4
15,2,4
15,3,4
15,4,4
15,5,4
15,6,4
15,7,11
15,8,1;11
15,9,1;11
15,10,11
15,12,10
15,13,2;10
15,14,2;10
15,15,2;10
15,16,2;6;10
15,17,2;6;10
15,18,2;10
15,19,2;10
15,20,2;10
15,21,8;10
15,22,8;10
15,23,8;10
15,24,8;10
15,25,8;10
15,26,8;10
15,27,10
16,1,4
16,2,4
16,3,4;12
16,4,4;12
16,5,4;12
16,6,4;12
16,7,11;12
16,8,11;12
16,9,11;12
16,10,11;12
16,11,12
16,12,10;12
16,13,2;10;12
16,14,2;10;12
16,15,2;10;12
16,16,2;6;10
16,17,2;6;10
16,18,2;10
16,19,2;10
16,20,2;10
16,21,8;10
16,22,8;10
16,23,8;10
16,24,8;10
16,25,8;10
16,26,8;10
16,27,10
17,1,4
17,2,4
17,3,4;12
17,4,4;12
17,5,4;12;13
17,6,4;12;13
17,7,11;12;13
17,8,11;12;13
17,9,11;12;13
17,10,11;12;13
17,11,12;13
17,12,10;12;13
17,13,2;10;12;13
17,14,2;10;12;13
17,15,2;10;12;13
17,16,2;6;10;13
17,17,2;6;10;13
