gx,gy,rect_ids
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
1,1,2
1,2,1;2
1,3,1;2
1,4,1;2
1,5,1;2
1,6,1;2
1,7,2
1,8,2
1,9,2
1,10,2
1,11,2
1,12,2
1,13,2
1,14,2
2,1,2
2,2,1;2
2,3,1;2
2,4,1;2
2,5,1;2
2,6,1;2
2,7,2
2,8,2
2,9,2
2,10,2
2,11,2
2,12,2
2,13,2
2,14,2
2,16,3
2,17,3
3,1,2
3,2,1;2
3,3,1;2
3,4,1;2
3,5,1;2
3,6,1;2
3,7,2
3,8,2;4
3,9,2;4
3,10,2
3,11,2
3,12,2
3,13,2
3,14,2
3,16,3
3,17,3
4,1,2
4,2,1;2
4,3,1;2
4,4,1;2
4,5,1;2
4,6,1;2
4,7,2
4,8,2;4
4,9,2;4
4,10,2
4,11,2;5
4,12,2;5
4,13,2;5
4,14,2;5
4,15,5
4,16,3;5
4,17,3;5
4,18,5
4,19,5
4,20,5
4,21,5
4,22,5
4,23,5
5,1,2
5,2,1;2
5,3,1;2
5,4,1;2
5,5,1;2
5,6,1;2
5,7,2
5,8,2;4
5,9,2;4
5,10,2
5,11,2;5
5,12,2;5
5,13,2;5;6
5,14,2;5;6
5,15,5;6
5,16,3;5;6
5,17,3;5;6
5,18,5;6
5,19,5;6
5,20,5
5,21,5
5,22,5
5,23,5
6,1,2
6,2,1;2
6,3,1;2
6,4,1;2
6,5,1;2
6,6,1;2
6,7,2
6,8,2;4
6,9,2;4
6,10,2
6,11,2;5
6,12,2;5
6,13,2;5;6
6,14,2;5;6
6,15,5;6
6,16,3;5;6
6,17,3;5;6
6,18,5;6;7
6,19,5;6;7
6,20,5;7
6,21,5;7
6,22,5;7
6,23,5
7,1,2
7,2,1;2
7,3,1;2
7,4,1;2
7,5,1;2
7,6,1;2
7,7,2
7,8,2;4
7,9,2;4
7,10,2
7,11,2;5
7,12,2;5
7,13,2;5;6
7,14,2;5;6
7,15,5;6
7,16,3;5;6
7,17,3;5;6
7,18,5;6;7
7,19,5;6;7
7,20,5;7
7,21,5;7
7,22,5;7
7,23,5
8,1,2
8,2,1;2
8,3,1;2
8,4,1;2
8,5,1;2
8,6,1;2
8,7,2
8,8,2;4
8,9,2;4
8,10,2
8,11,2
8,12,2
8,13,2;6
8,14,2;6
8,15,6
8,16,3;6
8,17,3;6
8,18,6;7
8,19,6;7
8,20,7
8,21,7
8,22,7
9,2,1
9,3,1
9,4,1
9,5,1
9,6,1
9,8,4
9,9,4
9,13,6
9,14,6
9,15,6
9,16,3;6
9,17,3;6
9,18,6;7
9,19,6;7
9,20,7
9,21,7;8
9,22,7;8
9,23,8
9,24,8
9,25,8
9,26,8
10,0,9
10,1,9
10,2,1;9
10,3,1;9
10,4,1;9
10,5,1;9
10,6,1;9
10,7,9
10,8,4;9
10,9,4;9
10,10,9
10,11,9
10,12,9
10,13,6;9
10,14,6;9
10,15,6;9
10,16,3;6;9
10,17,3;6;9
10,18,6;7;9
10,19,6;7;9
10,20,7;9
10,21,7;8
10,22,7;8
10,23,8
10,24,8
10,25,8
10,26,8
11,0,9
11,1,9
11,2,1;9
11,3,1;9
11,4,1;9
11,5,1;9
11,6,1;9
11,7,9
11,8,4;9
11,9,4;9
11,10,9
11,11,9
11,12,9
11,13,6;9
11,14,6;9
11,15,6;9
11,16,3;6;9
11,17,3;6;9
11,18,6;7;9
11,19,6;7;9
11,20,7;9
11,21,7;8
11,22,7;8
11,23,8
11,24,8
11,25,8
11,26,8
12,2,1
12,3,1
12,4,1
12,5,1
12,6,1
12,8,4
12,9,4
12,13,6
12,14,6
12,15,6
12,16,3;6
12,17,3;6
12,18,6;7
12,19,6;7
12,20,7
12,21,7;8
12,22,7;8
12,23,8
12,24,8
12,25,8
12,26,8
13,2,1
13,3,1
13,4,1
13,5,1
13,6,1
13,8,4
13,9,4
13,12,10
13,13,6;10
13,14,6;10
13,15,6;10
13,16,3;6;10
13,17,3;6;10
13,18,6;10
13,19,6;10
13,20,10
13,21,8;10
13,22,8;10
13,23,8;10
13,24,8;10
13,25,8;10
13,26,8;10
13,27,10
14,2,1
14,3,1
14,4,1
14,5,1
14,6,1
14,7,11
14,8,4;11
14,9,4;11
14,10,11
14,12,10
14,13,6;10
14,14,6;10
14,15,6;10
14,16,3;6;10
14,17,3;6;10
14,18,6;10
14,19,6;10
14,20,10
14,21,8;10
14,22,8;10
14,23,8;10
14,24,8;10
14,25,8;10
14,26,8;10
14,27,10
15,2,1
15,3,1
15,4,1
15,5,1
15,6,1
15,7,11
15,8,4;11
15,9,4;11
15,10,11
15,12,10
15,13,6;10
15,14,6;10
15,15,6;10
15,16,3;6;10
15,17,3;6;10
15,18,6;10
15,19,6;10
15,20,10
15,21,8;10
15,22,8;10
15,23,8;10
15,24,8;10
15,25,8;10
15,26,8;10
15,27,10
16,2,1
16,3,1;12
16,4,1;12
16,5,1;12
16,6,1;12
16,7,11;12
16,8,11;12
16,9,11;12
16,10,11;12
16,11,12
16,12,10;12
16,13,6;10;12
16,14,6;10;12
16,15,6;10;12
16,16,3;6;10
16,17,3;6;10
16,18,6;10
16,19,6;10
16,20,10
16,21,8;10
16,22,8;10
16,23,8;10
16,24,8;10
16,25,8;10
16,26,8;10
16,27,10
17,2,1
17,3,1;12
17,4,1;12
17,5,1;12;13
17,6,1;12;13
17,7,11;12;13
17,8,11;12;13
17,9,11;12;13
17,10,11;12;13
17,11,12;13
17,12,10;12;13
17,13,6;10;12;13
17,14,6;10;12;13
17,15,6;10;12;13
17,16,3;6;10;13
17,17,3;6;10;13
17,18,6;10;13
17,19,6;10;13
17,20,10;13
17,21,8;10;13
17,22,8;10;13
17,23,8;10;13
17,24,8;10;13
17,25,8;10
17,26,8;10
17,27,10
18,2,1
18,3,1;12
18,4,1;12
18,5,1;12;13
18,6,1;12;13
18,7,11;12;13
18,8,11;12;13
18,9,11;12;13
18,10,11;12;13
18,11,12;13
18,12,10;12;13
18,13,6;10;12;13
18,14,6;10;12;13
18,15,6;10;12;13
18,16,3;6;10;13
18,17,3;6;10;13
18,18,6;10;13
18,19,6;10;13
18,20,10;13
18,21,8;10;13
18,22,8;10;13
18,23,8;10;13
18,24,8;10;13
18,25,8;10
18,26,8;10
18,27,10
19,2,1
19,3,1;12
