gx,gy,rect_ids
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,1
0,21,1
0,22,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1;2
1,19,1;2
1,20,1;2
1,21,1;2
1,22,1
2,11,1
2,12,1
2,13,1;3
2,14,1;3
2,15,1;3
2,16,1;3
2,17,1;3
2,18,1;2;3
2,19,1;2;3
2,20,1;2;3
2,21,1;2;3
2,22,1;3
2,23,3
2,24,3
3,5,4
3,6,4
3,7,4
3,8,4
3,9,4
3,10,4
3,11,1;4
3,12,1;4
3,13,1;3;4
3,14,1;3;4
3,15,1;3;4
3,16,1;3;4
3,17,1;3;4
3,18,1;2;3;4
3,19,1;2;3;4
3,20,1;2;3;4
3,21,1;2;3;4
3,22,1;3;4
3,23,3;4
3,24,3
4,1,5
4,2,5
4,3,5
4,4,5
4,5,4;5
4,6,4;5
4,7,4
4,8,4
4,9,4
4,10,4
4,11,1;4
4,12,1;4
4,13,1;3;4
4,14,1;3;4
4,15,1;3;4
4,16,1;3;4
4,17,1;3;4
4,18,1;2;3;4
4,19,1;2;3;4
4,20,1;2;3;4
4,21,1;2;3;4
4,22,1;3;4
4,23,3;4
4,24,3
5,1,5
5,2,5
5,3,5
5,4,5
5,5,4;5
5,6,4;5
5,7,4
5,8,4
5,9,4
5,10,4
5,11,1;4
5,12,1;4
5,13,1;3;4
5,14,1;3;4
5,15,1;3;4
5,16,1;3;4;6
5,17,1;3;4;6
5,18,1;2;3;4
5,19,1;2;3;4
5,20,1;2;3;4
5,21,1;2;3;4
5,22,1;3;4
5,23,3;4
5,24,3
6,1,5
6,2,5;7
6,3,5;7
6,4,5;7
6,5,4;5;7
6,6,4;5;7
6,7,4;7
6,8,4;7
6,9,4;7
6,10,4;7
6,11,1;4;7
6,12,1;4;7
6,13,1;3;4;7
6,14,1;3;4;7
6,15,1;3;4
6,16,1;3;4;6
6,17,1;3;4;6
6,18,1;2;3;4
6,19,1;2;3;4
6,20,1;2;3;4
6,21,1;2;3;4
6,22,1;3;4
6,23,3;4
6,24,3
7,1,5
7,2,5;7
7,3,5;7
7,4,5;7
7,5,4;5;7
7,6,4;5;7
7,7,4;7
7,8,4;7
7,9,4;7
7,10,4;7
7,11,1;4;7
7,12,1;4;7
7,13,1;3;4;7
7,14,1;3;4;7
7,15,1;3;4
7,16,1;3;4;6
7,17,1;3;4;6
7,18,1;2;3;4
7,19,1;2;3;4
