gx,gy,rect_ids
0,8,1
0,9,1
0,10,1
0,11,1
1,8,1
1,9,1
1,10,1
1,11,1
1,19,2
1,20,2
1,21,2
1,22,2
1,23,2
2,3,3
2,4,3
2,5,3
2,6,3
2,7,3
2,8,1;3
2,9,1;3
2,10,1;3
2,11,1;3
2,12,3
2,13,3
2,14,3
2,19,2
2,20,2
2,21,2
2,22,2
2,23,2
3,1,4
3,2,4
3,3,3;4
3,4,3;4
3,5,3;4
3,6,3;4
3,7,3;4
3,8,1;3
3,9,1;3
3,10,1;3
3,11,1;3
3,12,3
3,13,3
3,14,3
3,19,2
3,20,2
3,21,2
3,22,2
3,23,2
4,1,4
4,2,4
4,3,3;4
4,4,3;4
4,5,3;4
4,6,3;4
4,7,3;4
4,8,1;3
4,9,1;3
4,10,1;3
4,11,1;3
4,12,3;5
4,13,3;5
4,14,3;5
4,15,5
4,16,5
4,17,5
4,18,5
4,19,2;5
4,20,2;5
4,21,2;5
4,22,2;5
4,23,2;5
4,24,5
5,1,4
5,2,4
5,3,3;4
5,4,3;4
5,5,3;4
5,6,3;4
5,7,3;4
5,8,1;3
5,9,1;3
5,10,1;3
5,11,1;3
5,12,3;5
5,13,3;5
5,14,3;5
5,15,5
5,16,5
5,17,5;6
5,18,5;6
5,19,2;5
5,20,2;5
5,21,2;5
5,22,2;5
5,23,2;5
5,24,5
6,1,4
6,2,4;7
6,3,3;4;7
6,4,3;4;7
6,5,3;4;7
6,6,3;4;7
6,7,3;4;7
6,8,1;3;7
6,9,1;3;7
6,10,1;3;7
6,11,1;3;7
6,12,3;5;7
6,13,3;5;7
6,14,3;5;7
6,15,5;7
6,16,5
6,17,5;6
6,18,5;6
6,19,2;5
6,20,2;5
6,21,2;5
6,22,2;5
6,23,2;5
6,24,5
7,1,4
7,2,4;7
7,3,3;4;7
7,4,3;4;7
7,5,3;4;7
7,6,3;4;7
7,7,3;4;7
7,8,1;3;7
7,9,1;3;7
7,10,1;3;7
7,11,1;3;7
7,12,3;5;7
7,13,3;5;7
7,14,3;5;7
7,15,5;7
7,16,5
7,17,5;6
7,18,5;6
7,19,2;5
7,20,2;5
7,21,2;5
7,22,2;5
7,23,2;5
7,24,5
8,1,4
8,2,4;7
8,3,3;4;7
8,4,3;4;7
8,5,3;4;7
8,6,3;4;7
8,7,3;4;7
8,8,1;3;7
8,9,1;3;7
8,10,1;3;7
8,11,1;3;7
8,12,3;7
8,13,3;7
8,14,3;7
8,15,7
8,17,6
8,18,6
8,19,2
8,20,2
8,21,2
8,22,2
8,23,2
9,1,4
9,2,4
9,3,3;4
9,4,3;4
9,5,3;4
9,6,3;4
9,7,3;4
9,8,1;3
9,9,1;3
9,10,1;3
9,11,1;3
9,12,3
9,13,3
9,14,3
9,17,6
9,18,6
9,19,2
9,20,2
9,21,2;8
9,22,2;8
9,23,2
10,0,9
10,1,4;9
10,2,4;9
10,3,3;4;9
10,4,3;4;9
10,5,3;4;9
10,6,3;4;9
10,7,3;4;9
10,8,1;3;9
10,9,1;3;9
10,10,1;3;9
10,11,1;3;9
10,12,3;9
10,13,3;9
10,14,3;9
10,15,9
10,16,9
10,17,6;9
10,18,6;9
10,19,2;9
10,20,2;9
10,21,2;8
10,22,2;8
10,23,2
11,0,9
11,1,4;9
11,2,4;9
11,3,3;4;9
11,4,3;4;9
11,5,3;4;9
11,6,3;4;9
11,7,3;4;9
11,8,1;3;9
11,9,1;3;9
11,10,1;3;9
11,11,1;3;9
11,12,3;9
11,13,3;9
11,14,3;9
11,15,9
11,16,9
11,17,6;9
11,18,6;9
11,19,2;9
11,20,2;9
11,21,2;8
11,22,2;8
11,23,2
12,0,9
12,1,4;9
12,2,4;9
12,3,3;4;9
12,4,3;4;9
12,5,3;4;9
12,6,3;4;9
12,7,3;4;9
12,8,1;3;9
12,9,1;3;9
12,10,1;3;9
12,11,1;3;9
12,12,3;9
12,13,3;9
12,14,3;9
12,15,9
12,16,9
12,17,6;9
12,18,6;9
12,19,9
12,20,9
12,21,8
12,22,8
13,1,4
13,2,4
13,3,3;4
13,4,3;4
13,5,3;4
13,6,3;4
13,7,3;4
13,8,1;3
13,9,1;3
13,10,1;3
13,11,1;3
13,12,3
13,13,3;10
13,14,3;10
13,15,10
13,16,10
13,17,6;10
13,18,6;10
13,19,10
13,20,10
13,21,8;10
13,22,8;10
13,23,10
13,24,10
13,25,10
13,26,10
13,27,10
14,1,4
14,2,4
14,3,3;4
14,4,3;4
14,5,3;4
14,6,3;4
14,7,3;4
14,8,1;3
14,9,1;3;11
14,10,1;3;11
14,11,1;3
14,12,3
14,13,3;10
14,14,3;10
14,15,10
14,16,10
14,17,6;10
14,18,6;10
14,19,10
14,20,10
14,21,8;10
14,22,8;10
14,23,10
14,24,10
14,25,10
14,26,10
14,27,10
15,1,4
15,2,4
15,3,3;4
15,4,3;4
15,5,3;4
15,6,3;4
15,7,3;4
15,8,1;3
15,9,1;3;11
15,10,1;3;11
15,11,1;3
15,12,3
15,13,3;10
15,14,3;10
15,15,10
15,16,10
15,17,6;10
15,18,6;10
15,19,10
15,20,10
15,21,8;10
15,22,8;10
15,23,10
15,24,10
15,25,10
15,26,10
15,27,10
16,1,4
16,2,4
16,3,3;4
16,4,3;4;12
16,5,3;4;12
16,6,3;4;12
16,7,3;4;12
16,8,3;12
16,9,3;11;12
16,10,3;11;12
16,11,3;12
16,12,3;12
16,13,3;10;12
16,14,3;10;12
16,15,10;12
16,16,10;12
16,17,6;10
16,18,6;10
16,19,10
16,20,10
16,21,8;10
16,22,8;10
16,23,10
16,24,10
16,25,10
16,26,10
