gx,gy,rect_ids
0,7,1
0,8,1
0,9,1
0,10,1
1,7,1
1,8,1
1,9,1
1,10,1
1,18,2
1,19,2
1,20,2
1,21,2
1,22,2
2,7,1
2,8,1
2,9,1
2,10,1
2,11,3
2,12,3
2,13,3
2,14,3
2,15,3
2,16,3
2,17,3
2,18,2;3
2,19,2;3
2,20,2;3
2,21,2;3
2,22,2;3
2,23,3
3,2,4
3,3,4
3,4,4
3,5,4
3,6,4
3,7,1;4
3,8,1;4
3,9,1;4
3,10,1;4
3,11,3;4
3,12,3;4
3,13,3;4
3,14,3;4
3,15,3
3,16,3
3,17,3
3,18,2;3
3,19,2;3
3,20,2;3
3,21,2;3
3,22,2;3
3,23,3
4,2,4
4,3,4
4,4,4
4,5,4
4,6,4
4,7,1;4
4,8,1;4
4,9,1;4
4,10,1;4
4,11,3;4
4,12,3;4
4,13,3;4
4,14,3;4
4,15,3
4,16,3;5
4,17,3;5
4,18,2;3
4,19,2;3
4,20,2;3
4,21,2;3
4,22,2;3
4,23,3
5,2,4
5,3,4
5,4,4
5,5,4
5,6,4
5,7,1;4
5,8,1;4
5,9,1;4
5,10,1;4
5,11,3;4
5,12,3;4
5,13,3;4
5,14,3;4
5,15,3
5,16,3;5
5,17,3;5
5,18,2;3
5,19,2;3
5,20,2;3
5,21,2;3
5,22,2;3
5,23,3
6,1,6
6,2,4;6
6,3,4;6
6,4,4;6
6,5,4;6
6,6,4;6
6,7,1;4
6,8,1;4
6,9,1;4
6,10,1;4
6,11,4
6,12,4
6,13,4
6,14,4
6,16,5
6,17,5
6,18,2
6,19,2
6,20,2
6,21,2
6,22,2
7,1,6
7,2,4;6
7,3,4;6
7,4,4;6
7,5,4;6
7,6,4;6
7,7,1;4
7,8,1;4
7,9,1;4
7,10,1;4
7,11,4
7,12,4
7,13,4;7
7,14,4;7
7,15,7
7,16,5;7
7,17,5;7
7,18,2;7
7,19,2;7
7,20,2;7
7,21,2;7
7,22,2;7
7,23,7
7,24,7
7,25,7
7,26,7
8,1,6
8,2,4;6
8,3,4;6
8,4,4;6
8,5,4;6
8,6,4;6
8,7,1;4
8,8,1;4
8,9,1;4
8,10,1;4
8,11,4
8,12,4
8,13,4;7
8,14,4;7
8,15,7
8,16,5;7
8,17,5;7
8,18,2;7
8,19,2;7
8,20,2;7
8,21,2;7
8,22,2;7
8,23,7
8,24,7
8,25,7
8,26,7
9,1,6
9,2,6
9,3,6
9,4,6
9,5,6
9,6,6
9,7,1
9,8,1
9,9,1
9,10,1
9,13,7
9,14,7
9,15,7
9,16,5;7
9,17,5;7
9,18,2;7
9,19,2;7
9,20,2;7;8
9,21,2;7;8
9,22,2;7
9,23,7
9,24,7
9,25,7
9,26,7
10,0,9
10,1,6;9
10,2,6;9
10,3,6;9
10,4,6;9
10,5,6;9
10,6,6;9
10,7,1;9
10,8,1;9
10,9,1;9
10,10,1;9
10,11,9
10,12,9
10,13,7;9
10,14,7;9
10,15,7;9
10,16,5;7;9
10,17,5;7;9
10,18,2;7;9
10,19,2;7;9
10,20,2;7;8
10,21,2;7;8
10,22,2;7
10,23,7
10,24,7
10,25,7
10,26,7
11,0,9
11,1,6;9
11,2,6;9
11,3,6;9
11,4,6;9
11,5,6;9
11,6,6;9
11,7,1;9
11,8,1;9
11,9,1;9
11,10,1;9
11,11,9
11,12,9
11,13,7;9
11,14,7;9
11,15,7;9
11,16,5;7;9
11,17,5;7;9
11,18,2;7;9
11,19,2;7;9
11,20,2;7;8
11,21,2;7;8
11,22,2;7
11,23,7
11,24,7
11,25,7
11,26,7
12,0,9
12,1,6;9
12,2,6;9
12,3,6;9
12,4,6;9
12,5,6;9
12,6,6;9
12,7,1;9
12,8,1;9
12,9,1;9
12,10,1;9
12,11,9
12,12,9
12,13,7;9
12,14,7;9
12,15,7;9
12,16,5;7;9
12,17,5;7;9
12,18,7;9
12,19,7;9
12,20,7;8
12,21,7;8
12,22,7
12,23,7
12,24,7
12,25,7
12,26,7
13,1,6
13,2,6
13,3,6
13,4,6
13,5,6
13,6,6
13,7,1
13,8,1
13,9,1
13,10,1
13,12,10
13,13,7;10
13,14,7;10
13,15,7;10
13,16,5;7;10
13,17,5;7;10
13,18,7;10
13,19,7;10
13,20,7;8;10
13,21,7;8;10
13,22,7;10
13,23,7;10
13,24,7;10
13,25,7;10
13,26,7;10
13,27,10
14,1,6
14,2,6
14,3,6
14,4,6
14,5,6
14,6,6
14,7,1
14,8,1;11
14,9,1;11
14,10,1
14,12,10
14,13,7;10
14,14,7;10
14,15,7;10
14,16,5;7;10
14,17,5;7;10
14,18,7;10
14,19,7;10
14,20,7;8;10
14,21,7;8;10
14,22,7;10
14,23,7;10
14,24,7;10
