gx,gy,rect_ids
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
1,1,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,18,2
1,19,2
1,20,2
1,21,2
1,22,2
2,1,1
2,2,1
2,3,1
2,4,1
2,5,1
2,6,1
2,13,3
2,14,3
2,15,3
2,16,3
2,17,3
2,18,2;3
2,19,2;3
2,20,2;3
2,21,2
2,22,2
3,1,1
3,2,1
3,3,1
3,4,1
3,5,1
3,6,1
3,8,4
3,9,4
3,13,3
3,14,3
3,15,3
3,16,3
3,17,3
3,18,2;3
3,19,2;3
3,20,2;3
3,21,2
3,22,2
4,1,1
4,2,1
4,3,1
4,4,1
4,5,1
4,6,1
4,8,4
4,9,4
4,11,5
4,12,5
4,13,3;5
4,14,3;5
4,15,3;5
4,16,3;5
4,17,3;5
4,18,2;3;5
4,19,2;3;5
4,20,2;3;5
4,21,2;5
4,22,2;5
4,23,5
5,1,1
5,2,1
5,3,1
5,4,1
5,5,1
5,6,1
5,8,4
5,9,4
5,11,5
5,12,5
5,13,3;5
5,14,3;5
5,15,3;5
5,16,3;5;6
5,17,3;5;6
5,18,2;3;5
5,19,2;3;5
5,20,2;3;5
5,21,2;5
5,22,2;5
5,23,5
6,1,1
6,2,1;7
6,3,1;7
6,4,1;7
6,5,1;7
6,6,1;7
6,7,7
6,8,4;7
6,9,4;7
6,10,7
6,11,5;7
6,12,5;7
6,13,3;5;7
6,14,3;5;7
6,15,3;5
6,16,3;5;6
6,17,3;5;6
6,18,2;3;5
6,19,2;3;5
6,20,2;3;5
6,21,2;5
6,22,2;5
6,23,5
7,1,1
7,2,1;7
7,3,1;7
7,4,1;7
7,5,1;7
7,6,1;7
7,7,7
7,8,4;7
7,9,4;7
7,10,7
7,11,5;7
7,12,5;7
7,13,3;5;7
7,14,3;5;7
7,15,3;5
7,16,3;5;6
7,17,3;5;6
7,18,2;3;5
7,19,2;3;5
7,20,2;3;5
7,21,2;5
7,22,2;5
7,23,5
8,1,1
8,2,1;7
8,3,1;7
8,4,1;7
8,5,1;7
8,6,1;7
8,7,7
8,8,4;7
8,9,4;7
8,10,7
8,11,7
8,12,7
8,13,3;7
8,14,3;7
8,15,3
8,16,3;6
8,17,3;6
8,18,2;3
8,19,2;3
8,20,2;3
8,21,2
8,22,2
9,1,1
9,2,1
9,3,1
9,4,1
9,5,1
9,6,1
9,8,4
9,9,4
9,13,3
9,14,3
9,15,3
9,16,3;6
9,17,3;6
9,18,2;3
9,19,2;3
9,20,2;3
9,21,2;8
9,22,2;8
9,23,8
9,24,8
9,25,8
9,26,8
10,0,9
10,1,1;9
10,2,1;9
10,3,1;9
10,4,1;9
10,5,1;9
10,6,1;9
10,7,9
10,8,4;9
10,9,4;9
10,10,9
10,11,9
10,12,9
10,13,3;9
10,14,3;9
10,15,3;9
10,16,3;6;9
10,17,3;6;9
10,18,2;3;9
10,19,2;3;9
10,20,2;3
10,21,2;8
10,22,2;8
10,23,8
10,24,8
10,25,8
10,26,8
11,0,9
11,1,1;9
11,2,1;9
11,3,1;9
11,4,1;9
11,5,1;9
11,6,1;9
11,7,9
11,8,4;9
11,9,4;9
11,10,9
11,11,9
11,12,9
11,13,3;9
11,14,3;9
11,15,3;9
11,16,3;6;9
11,17,3;6;9
11,18,2;3;9
11,19,2;3;9
11,20,2;3
11,21,2;8
11,22,2;8
11,23,8
11,24,8
11,25,8
11,26,8
12,0,9
12,1,1;9
12,2,1;9
12,3,1;9
12,4,1;9
12,5,1;9
12,6,1;9
12,7,9
12,8,4;9
12,9,4;9
12,10,9
12,11,9
12,12,9
12,13,3;9
12,14,3;9
12,15,3;9
12,16,3;6;9
12,17,3;6;9
12,18,3;9
12,19,3;9
12,20,3
12,21,8
12,22,8
12,23,8
12,24,8
12,25,8
12,26,8
13,1,1
13,2,1
13,3,1
13,4,1
13,5,1
13,6,1
13,8,4
13,9,4
13,12,10
13,13,3;10
13,14,3;10
13,15,3;10
13,16,3;6;10
13,17,3;6;10
13,18,3;10
13,19,3;10
13,20,3;10
13,21,8;10
13,22,8;10
13,23,8;10
13,24,8;10
13,25,8;10
13,26,8;10
13,27,10
14,1,1
14,2,1
14,3,1
14,4,1
14,5,1
14,6,1
14,7,11
14,8,4;11
14,9,4;11
14,10,11
14,12,10
14,13,3;10
14,14,3;10
14,15,3;10
14,16,3;6;10
14,17,3;6;10
14,18,3;10
14,19,3;10
14,20,3;10
14,21,8;10
14,22,8;10
14,23,8;10
14,24,8;10
14,25,8;10
14,26,8;10
14,27,10
15,1,1
15,2,1
15,3,1
15,4,1
15,5,1
15,6,1
15,7,11
15,8,4;11
15,9,4;11
15,10,11
15,12,10
15,13,3;10
15,14,3;10
15,15,3;10
15,16,3;6;10
15,17,3;6;10
15,18,3;10
15,19,3;10
15,20,3;10
15,21,8;10
15,22,8;10
15,23,8;10
15,24,8;10
15,25,8;10
15,26,8;10
15,27,10
16,1,1
16,2,1
16,3,1;12
16,4,1;12
16,5,1;12
16,6,1;12
16,7,11;12
16,8,11;12
16,9,11;12
16,10,11;12
16,11,12
16,12,10;12
16,13,3;10;12
16,14,3;10;12
16,15,3;10;12
16,16,3;6;10
16,17,3;6;10
16,18,3;10
16,19,3;10
16,20,3;10
16,21,8;10
16,22,8;10
16,23,8;10
16,24,8;10
16,25,8;10
16,26,8;10
16,27,10
17,1,1
17,2,1
17,3,1;12
17,4,1;12
17,5,1;12;13
17,6,1;12;13
17,7,11;12;13
17,8,11;12;13
17,9,11;12;13
17,10,11;12;13
17,11,12;13
17,12,10;12;13
17,13,3;10;12;13
17,14,3;10;12;13
17,15,3;10;12;13
17,16,3;6;10;13
17,17,3;6;10;13
17,18,3;10;13
17,19,3;10;13
17,20,3;10;13
17,21,8;10;13
17,22,8;10;13
17,23,8;10;13
17,24,8;10;13
17,25,8;10
17,26,8;10
17,27,10
18,1,1
18,2,1
18,3,1;12
18,4,1;12
18,5,1;12;13
18,6,1;12;13
18,7,11;12;13
18,8,11;12;13
18,9,11;12;13
18,10,11;12;13
18,11,12;13
18,12,10;12;13
18,13,3;10;12;13
18,14,3;10;12;13
18,15,3;10;12;13
18,16,3;6;10;13
18,17,3;6;10;13
18,18,3;10;13
18,19,3;10;13
18,20,3;10;13
18,21,8;10;13
18,22,8;10;13
18,23,8;10;13
18,24,8;10;13
18,25,8;10
18,26,8;10
18,27,10
19,1,1
19,2,1
19,3,1;12
19,4,1;12
19,5,1;12;13
19,6,1;12;13
19,7,11;12;13
19,8,11;12;13
19,9,11;12;13
19,10,11;12;13
19,11,12;13
19,12,12;13
19,13,3;12;13
19,14,3;12;13
19,15,3;12;13
19,16,3;6;13
19,17,3;6;13
19,18,3;13
19,19,3;13
19,20,3;13
19,21,8;13
19,22,8;13
19,23,8;13
19,24,8;13
19,25,8
19,26,8
20,1,1
20,2,1
20,3,1
20,4,1
20,5,1;13
20,6,1;13
20,7,11;13
20,8,11;13
20,9,11;13
20,10,11;13
20,11,13
20,12,13
20,13,3;13
20,14,3;13
20,15,3;13
20,16,3;6;13
20,17,3;6;13
20,18,3;13
20,19,3;13
20,20,3;13
20,21,8;13
20,22,8;13
20,23,8;13
20,24,8;13
20,25,8
20,26,8
21,1,1
21,2,1
21,3,1
21,4,1;14
21,5,1;14
21,6,1;14
21,7,11;14
21,8,11;14
21,9,11;14
21,10,11;14
21,11,14
21,12,14
21,13,3;14
21,14,3;14
21,15,3;14
21,16,3;6;14
21,17,3;6;14
21,18,3;14
21,19,3;14
21,20,3;14
21,21,8;14
21,22,8;14
21,23,8;14
21,24,8;14
21,25,8;14
21,26,8
22,1,1
22,2,1
22,3,1
22,4,1;14
22,5,1;14
22,6,1;14
22,7,11;14
22,8,11;14
22,9,11;14
22,10,11;14
22,11,14
22,12,14
22,13,3;14
22,14,3;14
22,15,3;14
22,16,3;6;14
22,17,3;6;14
22,18,3;14
22,19,3;14
22,20,3;14
22,21,8;14
22,22,8;14
22,23,8;14
22,24,8;14
22,25,8;14
22,26,8
23,1,1
23,2,1
23,3,1
23,4,1
23,5,1
23,6,1
23,7,11
23,8,11
23,9,11
23,10,11
23,13,3
23,14,3
23,15,3
23,16,3;6
23,17,3;6
23,18,3
23,19,3
23,20,3
23,21,8
23,22,8
23,23,8
23,24,8
23,25,8
23,26,8
24,7,11
24,8,11
24,9,11
24,10,11
24,13,3
24,14,3
24,15,3
24,16,3;6
24,17,3;6
24,18,3
24,19,3
24,20,3
24,21,8
24,22,8
24,23,8
24,24,8
24,25,8
24,26,8
25,7,11
25,8,11
25,9,11
25,10,11
25,13,3
25,14,3
25,15,3
25,16,3;6
25,17,3;6
25,18,3
25,19,3
25,20,3
26,7,11
26,8,11
26,9,11
26,10,11
26,13,3
26,14,3
26,15,3
26,16,3
26,17,3
26,18,3
26,19,3
26,20,3
27,7,11
27,8,11
27,9,11
27,10,11
