u,v,kind,ox,oy,x_rel,y_rel
1,2,proper,6.0,4.0,overlap,contains
1,4,proper,4.0,1.0,overlap,contains
1,5,proper,3.0,7.0,overlap,contains
1,6,proper,2.0,12.0,overlap,inside
1,7,proper,1.0,3.0,overlap,overlap
2,5,proper,9.0,2.0,overlap,overlap
2,6,proper,8.0,4.0,overlap,inside
2,9,proper,3.0,1.0,overlap,overlap
2,10,proper,1.0,1.0,contains,overlap
3,6,proper,13.0,1.0,contains,overlap
3,7,proper,3.0,4.0,contains,overlap
3,10,proper,1.0,5.0,contains,inside
3,13,proper,3.0,3.0,contains,overlap
3,14,proper,1.0,2.0,contains,overlap
4,5,proper,19.0,1.0,contains,inside
4,6,proper,13.0,1.0,contains,inside
4,10,proper,1.0,1.0,contains,inside
4,11,proper,5.0,1.0,contains,inside
4,14,proper,1.0,1.0,contains,inside
5,6,proper,13.0,7.0,contains,inside
5,7,proper,3.0,1.0,contains,overlap
5,10,proper,1.0,6.0,contains,overlap
5,11,proper,5.0,7.0,contains,inside
5,13,proper,3.0,2.0,contains,overlap
5,14,proper,1.0,7.0,contains,inside
6,7,proper,3.0,9.0,contains,overlap
6,8,proper,8.0,1.0,contains,contains
6,9,proper,8.0,3.0,overlap,overlap
6,10,proper,1.0,14.0,contains,overlap
6,11,proper,4.0,12.0,overlap,overlap
6,12,proper,3.0,3.0,overlap,contains
6,13,proper,1.0,10.0,overlap,overlap
7,8,proper,1.0,1.0,overlap,contains
8,10,proper,1.0,1.0,contains,inside
8,12,proper,1.0,1.0,overlap,inside
9,11,proper,5.0,5.0,contains,inside
9,14,proper,1.0,4.0,contains,overlap
11,13,proper,2.0,3.0,overlap,overlap
12,13,proper,3.0,3.0,contains,inside
12,14,proper,1.0,3.0,contains,inside
