gx,gy,rect_ids
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
0,18,1
0,19,1
0,20,1
1,2,2
1,3,2
1,4,2
1,5,2
1,6,2
1,7,2
1,8,2
1,9,2
1,10,2
1,11,2
1,12,2
1,13,1;2
1,14,1;2
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
2,2,2
2,3,2
2,4,2
2,5,2
2,6,2
2,7,2
2,8,2
2,9,2
2,10,2
2,11,2
2,12,2
2,13,1;2
2,14,1;2
2,15,1
2,16,1;3
2,17,1;3
2,18,1
2,19,1
2,20,1
3,2,2
3,3,2
3,4,2
3,5,2
3,6,2
3,7,2
3,8,2
3,9,2
3,10,2
3,11,2;4
3,12,2;4
3,13,1;2;4
3,14,1;2;4
3,15,1;4
3,16,1;3;4
3,17,1;3;4
3,18,1;4
3,19,1;4
3,20,1;4
3,21,4
3,22,4
3,23,4
4,2,2
4,3,2
4,4,2
4,5,2;5
4,6,2;5
4,7,2;5
4,8,2;5
4,9,2;5
4,10,2;5
4,11,2;4;5
4,12,2;4;5
4,13,1;2;4;5
4,14,1;2;4;5
4,15,1;4;5
4,16,1;3;4;5
4,17,1;3;4;5
4,18,1;4;5
4,19,1;4;5
4,20,1;4;5
4,21,4;5
4,22,4;5
4,23,4;5
4,24,5
5,1,6
5,2,2;6
5,3,2;6
5,4,2;6
5,5,2;5;6
5,6,2;5;6
5,7,2;5
5,8,2;5
5,9,2;5
5,10,2;5
5,11,2;4;5
5,12,2;4;5
5,13,1;2;4;5
5,14,1;2;4;5
5,15,1;4;5
5,16,1;3;4;5
5,17,1;3;4;5
5,18,1;4;5
5,19,1;4;5
5,20,1;4;5
5,21,4;5
5,22,4;5
5,23,4;5
5,24,5
6,1,6
6,2,2;6
6,3,2;6
6,4,2;6
6,5,2;5;6
6,6,2;5;6
6,7,2;5
6,8,2;5
6,9,2;5
6,10,2;5
6,11,2;4;5
6,12,2;4;5
6,13,1;2;4;5
6,14,1;2;4;5
6,15,1;4;5
6,16,1;3;4;5
6,17,1;3;4;5
6,18,1;4;5;7
6,19,1;4;5;7
